Team,Active Players,Age,Pos.,Status,Base Salary,Payroll %,Country
Kansas City Royals,Nicholas Lopez,26,2B,Pre-Arb,"$597,500",0.65,
Kansas City Royals,Josh Staumont,27,RP,Pre-Arb,"$588,700",0.64,
Kansas City Royals,Kyle Zimmer,29,RP,Pre-Arb,"$588,700",0.64,
Kansas City Royals,Jake Brentz,26,RP,Pre-Arb,"$570,500",0.62,
Kansas City Royals,Kris Bubic,23,SP,Pre-Arb,"$570,500",0.52,
Kansas City Royals,Ryan O'Hearn,27,1B,Pre-Arb,"$570,500",0.47,
Kansas City Royals,Carlos Hernandez,24,SP,Pre-Arb,"$570,500",0.44,Venezuela
Kansas City Royals,Domingo Tapia,29,RP,Pre-Arb,"$570,500",0.24,Dominican Republic
Kansas City Royals,Sebastian Rivero,22,C,Pre-Arb,"$570,500",0.19,Venezuela
Kansas City Royals,Joel Payamps,27,RP,Pre-Arb,"$580,000",0.17,Dominican Republic
Kansas City Royals,Jackson Kowar,24,SP,Pre-Arb,"$570,500",0.16,
Kansas City Royals,Kyle Isbel,24,OF,Pre-Arb,"$570,500",0.14,
Kansas City Royals,Gabe Speier,26,P,Pre-Arb,"$570,500",0.06,
Kansas City Royals,Jon Heasley,24,P,Pre-Arb,"$570,500",0.05,
Kansas City Royals,Dylan Coleman,24,RP,Pre-Arb,"$570,500",0.04,
Kansas City Royals,Angel Zerpa,21,P,Pre-Arb,"$570,500",0.01,Venezuela
Los Angeles Angels,Raisel Iglesias,31,RP/CL,Vet,"$9,125,000",5.06,Cuba
Los Angeles Angels,Alex Cobb,33,SP,Vet,"$15,000,000",2.77,
Los Angeles Angels,Shohei Ohtani,26,SP,Arb 1,"$3,000,000",1.66,Japan
Los Angeles Angels,David Fletcher,27,2B,Pre-Arb,"$2,000,000",1.11,
Los Angeles Angels,Max Stassi,30,C,Arb 2,"$1,600,000",0.89,
Los Angeles Angels,Kurt Suzuki,37,C,Vet,"$1,500,000",0.83,
Los Angeles Angels,Juan Lagares,32,CF,Vet,"$1,250,000",0.67,Dominican Republic
Los Angeles Angels,Mike Mayers,29,RP,Arb 1,"$1,200,000",0.67,
Los Angeles Angels,Steve Cishek,35,RP,Vet,"$1,000,000",0.55,
Los Angeles Angels,Junior Guerra,36,RP,Arb 3,"$750,000",0.42,Venezuela
Los Angeles Angels,Jared Walsh,27,1B,Pre-Arb,"$590,500",0.33,
Los Angeles Angels,Philip Gosselin,32,2B,Arb 2,"$570,500",0.26,
Los Angeles Angels,Jose Suarez,23,SP,Pre-Arb,"$570,500",0.22,Venezuela
Los Angeles Angels,Jose Rojas,28,3B,Pre-Arb,"$570,500",0.16,
Los Angeles Angels,Jack Mayfield,30,2B,Pre-Arb,"$570,500",0.15,
Los Angeles Angels,Luis Rengifo,24,SS,Pre-Arb,"$570,500",0.15,Venezuela
Los Angeles Angels,Brandon Marsh,23,OF,Pre-Arb,"$570,500",0.13,
Los Angeles Angels,Jose Quijada,25,RP,Pre-Arb,"$570,500",0.13,Venezuela
Los Angeles Angels,Andrew Wantz,25,RP,Pre-Arb,"$570,500",0.12,
Los Angeles Angels,Austin Warren,25,RP,Pre-Arb,"$570,500",0.11,
Los Angeles Angels,Sam Selman,30,RP,Pre-Arb,"$583,000",0.11,
Los Angeles Angels,Kean Wong,26,2B,Pre-Arb,"$570,500",0.10,
Los Angeles Angels,Reid Detmers,21,SP,Pre-Arb,"$570,500",0.10,
Los Angeles Angels,Jimmy Herget,27,RP,Pre-Arb,"$570,500",0.06,
Los Angeles Angels,Oliver Ortega,24,P,Pre-Arb,"$570,500",0.05,Dominican Republic
Los Angeles Angels,James Hoyt,34,RP,Pre-Arb,"$570,500",0.05,
Los Angeles Angels,A.J. Ramos,34,RP,Vet,"$57,500",0.02,
Los Angeles Angels,Matt Thaiss,26,1B,Pre-Arb,"$570,500",0.01,
Los Angeles Dodgers,Mookie Betts,28,RF,Vet,"$17,500,000",8.46,
Los Angeles Dodgers,Kenley Jansen,33,RP/CL,Vet,"$20,000,000",7.52,Curacao
Los Angeles Dodgers,A.J. Pollock,33,LF,Vet,"$15,000,000",6.77,
Los Angeles Dodgers,Cody Bellinger,25,CF,Arb 2,"$16,100,000",6.05,
Los Angeles Dodgers,David Price,35,SP,Vet,"$32,000,000",6.01,
Los Angeles Dodgers,Corey Seager,27,SS,Arb 3,"$13,750,000",5.17,
Los Angeles Dodgers,Justin Turner,36,3B,Vet,"$8,000,000",4.51,
Los Angeles Dodgers,Max Muncy,30,1B,Arb 2,"$7,500,000",3.38,
Los Angeles Dodgers,Joe Kelly,33,RP,Vet,"$8,500,000",3.20,
Los Angeles Dodgers,Blake Treinen,33,RP/CL,Vet,"$6,000,000",3.01,
Los Angeles Dodgers,Chris Taylor,30,2B,Arb 3,"$7,800,000",2.93,
Los Angeles Dodgers,Corey Knebel,29,RP/CL,Arb 4,"$5,250,000",1.97,
Los Angeles Dodgers,Trea Turner,28,SS,Arb 3,"$13,000,000",1.72,
Los Angeles Dodgers,Walker Buehler,26,SP,Arb 1,"$2,750,000",1.41,
Los Angeles Dodgers,Julio Urias,24,SP,Arb 1,"$3,600,000",1.35,Mexico
Los Angeles Dodgers,Austin Barnes,31,C,Arb 2,"$1,500,000",0.62,
Los Angeles Dodgers,Will Smith,26,C,Pre-Arb,"$590,500",0.22,
Los Angeles Dodgers,Anthony Gonsolin,27,RP,Pre-Arb,"$580,500",0.22,
Los Angeles Dodgers,Gavin Lux,23,SS,Pre-Arb,"$580,500",0.20,
Los Angeles Dodgers,Matt Beaty,28,3B,Pre-Arb,"$590,500",0.20,
Los Angeles Dodgers,Brusdar Graterol,22,RP,Pre-Arb,"$590,500",0.16,Venezuela
Los Angeles Dodgers,Albert Pujols,41,DH,Vet,"$570,500",0.16,
Los Angeles Dodgers,Phil Bickford,25,RP,Pre-Arb,"$570,500",0.15,
Los Angeles Dodgers,Alex Vesia,25,RP,Pre-Arb,"$570,500",0.14,
Los Angeles Dodgers,Justin Bruihl,24,RP,Pre-Arb,"$570,500",0.06,
Los Angeles Dodgers,Evan Phillips,26,RP,Pre-Arb,"$570,500",0.05,
Los Angeles Dodgers,Andre Jackson,25,RP,Pre-Arb,"$570,500",0.00,
Los Angeles Dodgers,Max Scherzer,36,SP,Vet,"$27,360,623",0.00,
Miami Marlins,Miguel Rojas,32,SS,Vet,"$5,000,000",8.60,Venezuela
Miami Marlins,Richard Bleier,34,RP,Arb 2,"$1,425,000",2.45,
Miami Marlins,Sandy Leon,32,C,Vet,"$1,250,000",1.91,Venezuela
Miami Marlins,Anthony Bass,33,RP,Vet,"$1,000,000",1.72,
Miami Marlins,Dylan Floro,30,RP/CL,Arb 1,"$975,000",1.68,
Miami Marlins,Sandy Alcantara,25,SP,Pre-Arb,"$630,000",1.08,Dominican Republic
Miami Marlins,Pablo Lopez,25,SP,Pre-Arb,"$595,000",1.02,Venezuela
Miami Marlins,Elieser Hernandez,26,SP,Pre-Arb,"$579,000",1.00,Venezuela
Miami Marlins,Jazz Chisholm,23,2B,Pre-Arb,"$571,750",0.98,The Bahamas
Miami Marlins,Magneuris Sierra,25,CF,Pre-Arb,"$571,375",0.98,Dominican Republic
Miami Marlins,Zach Pop,24,RP,Pre-Arb,"$570,500",0.98,
Miami Marlins,Trevor Rogers,23,SP,Pre-Arb,"$570,500",0.98,
Miami Marlins,Anthony Bender,26,RP,Pre-Arb,"$570,500",0.80,
Miami Marlins,Lewis Brinson,27,CF,Pre-Arb,"$587,500",0.73,
Miami Marlins,Zach Thompson,27,SP,Pre-Arb,"$570,500",0.63,
Miami Marlins,Steven Okert,29,RP,Pre-Arb,"$570,500",0.51,
Miami Marlins,Alex Jackson,25,C,Pre-Arb,"$580,500",0.35,United States
Miami Marlins,Bryan De La Cruz,24,OF,Pre-Arb,"$570,500",0.34,Dominican Republic
Miami Marlins,Jesus Luzardo,23,SP,Pre-Arb,"$575,500",0.34,
Miami Marlins,Lewin Diaz,24,1B,Pre-Arb,"$570,500",0.26,Dominican Republic
Miami Marlins,Paul Campbell,25,RP,Pre-Arb,"$570,500",0.17,
Miami Marlins,Eddy Alvarez,31,2B,Pre-Arb,"$570,500",0.14,
Miami Marlins,Deven Marrero,30,SS,Pre-Arb,"$570,500",0.12,
Miami Marlins,Nick Fortes,24,C,Pre-Arb,"$570,500",0.08,
Miami Marlins,Payton Henry,24,C,Pre-Arb,"$570,500",0.08,United States
Miami Marlins,Preston Guilmet,33,RP,Pre-Arb,"$570,500",0.04,
Miami Marlins,Andrew Bellatti,29,RP,Pre-Arb,"$570,500",0.03,United States
Miami Marlins,Brian Miller,25,OF,Pre-Arb,"$570,500",0.03,
Milwaukee Brewers,Lorenzo Cain,35,CF,Vet,"$17,000,000",16.10,
Milwaukee Brewers,Christian Yelich,29,LF,Vet,"$14,000,000",14.09,
Milwaukee Brewers,Avisail Garcia,30,RF,Vet,"$10,500,000",10.82,Venezuela
Milwaukee Brewers,Josh Hader,27,RP/CL,Arb 2,"$6,675,000",6.72,
Milwaukee Brewers,Jackie Bradley Jr.,31,CF,Vet,"$6,500,000",6.54,
Milwaukee Brewers,Brandon Woodruff,28,SP,Pre-Arb,"$3,275,000",3.30,
Milwaukee Brewers,Eduardo Escobar,32,3B,Vet,"$7,500,000",2.68,Venezuela
Milwaukee Brewers,Brett Anderson,33,SP,Vet,"$2,500,000",2.52,
Milwaukee Brewers,Omar Narvaez,29,C,Arb 2,"$2,500,000",2.52,Venezuela
Milwaukee Brewers,Kolten Wong,30,2B,Vet,"$7,000,000",2.01,
Milwaukee Brewers,Manuel Pina,34,C,Arb 3,"$1,650,000",1.66,Venezuela
Milwaukee Brewers,Brent Suter,31,RP,Arb 1,"$1,500,000",1.56,
Milwaukee Brewers,Dan Vogelbach,28,1B,Pre-Arb,"$1,400,000",1.41,
Milwaukee Brewers,Freddy Peralta,25,SP,Pre-Arb,"$1,000,000",1.34,Dominican Republic
Milwaukee Brewers,Daniel Norris,28,RP,Arb 3,"$3,475,000",1.22,
Milwaukee Brewers,Brad Boxberger,33,RP,Vet,"$1,000,000",1.01,
Milwaukee Brewers,Corbin Burnes,26,SP,Pre-Arb,"$608,000",0.61,
Milwaukee Brewers,Hunter Strickland,32,RP,Arb 4,"$1,000,000",0.61,
Milwaukee Brewers,Adrian Houser,28,SP,Pre-Arb,"$584,100",0.59,
Milwaukee Brewers,Luis Urias,24,3B,Pre-Arb,"$575,100",0.58,Mexico
Milwaukee Brewers,Jace Peterson,31,2B,,"$575,000",0.50,
Milwaukee Brewers,Tyrone Taylor,27,CF,Pre-Arb,"$570,500",0.48,
Milwaukee Brewers,Eric Lauer,26,SP,Pre-Arb,"$570,500",0.45,
Milwaukee Brewers,Willy Adames,25,SS,Pre-Arb,"$590,000",0.43,Dominican Republic
Milwaukee Brewers,Rowdy Tellez,26,1B,Pre-Arb,"$598,100",0.29,
Milwaukee Brewers,Jandel Gustave,28,RP,Pre-Arb,"$570,500",0.26,Dominican Republic
Milwaukee Brewers,Aaron Ashby,23,P,Pre-Arb,"$570,500",0.14,
Milwaukee Brewers,Colin Rea,31,SP,Arb 1,"$570,500",0.02,
Minnesota Twins,Josh Donaldson,35,3B,Vet,"$21,000,000",17.49,
Minnesota Twins,Miguel Sano,28,1B,Arb 3,"$11,000,000",9.16,Dominican Republic
Minnesota Twins,Andrelton Simmons,31,SS,Vet,"$10,500,000",8.74,
Minnesota Twins,Michael Pineda,32,SP,Vet,"$10,000,000",8.33,Dominican Republic
Minnesota Twins,Max Kepler,28,RF,Arb 3,"$6,500,000",5.41,Germany
Minnesota Twins,Byron Buxton,27,CF,Arb 3,"$5,125,000",4.27,
Minnesota Twins,Alex Colome,32,RP,Vet,"$5,000,000",4.16,Dominican Republic
Minnesota Twins,Jorge Polanco,27,SS,Arb 2,"$4,333,334",3.61,Dominican Republic
Minnesota Twins,Tyler Duffey,30,RP,Arb 2,"$2,200,000",1.83,
Minnesota Twins,Mitch Garver,30,C,Arb 1,"$1,875,000",1.56,
Minnesota Twins,Caleb Thielbar,34,RP,Pre-Arb,"$700,000",0.58,
Minnesota Twins,Luis Arraez,24,2B,Pre-Arb,"$611,000",0.51,Venezuela
Minnesota Twins,Jake Cave,28,LF,Pre-Arb,"$597,500",0.50,
Minnesota Twins,Jorge Alcala,25,RP,Pre-Arb,"$575,500",0.48,Dominican Republic
Minnesota Twins,Ryan Jeffers,24,C,Pre-Arb,"$575,500",0.42,
Minnesota Twins,Willians Astudillo,29,C,Pre-Arb,"$573,500",0.40,Venezuela
Minnesota Twins,Luke Farrell,30,RP,Pre-Arb,"$570,500",0.36,
Minnesota Twins,Nick Gordon,25,SS,Pre-Arb,"$570,500",0.34,
Minnesota Twins,Daniel Coulombe,31,RP,Pre-Arb,"$570,500",0.26,
Minnesota Twins,Brent Rooker,26,OF,Pre-Arb,"$570,500",0.25,
Minnesota Twins,Griffin Jax,26,SP,Pre-Arb,"$570,500",0.23,
Minnesota Twins,Juan Minaya,30,RP,Pre-Arb,"$570,500",0.22,Dominican Republic
Minnesota Twins,Ralph Garza,27,RP,Pre-Arb,"$570,500",0.13,
Minnesota Twins,Charlie Barnes,25,SP,Pre-Arb,"$570,500",0.13,
Minnesota Twins,Joe Ryan,25,P,Pre-Arb,"$570,500",0.08,
Minnesota Twins,Kyle Barraclough,31,RP,Arb 3,"$570,500",0.07,
Minnesota Twins,Nick Vincent,34,RP,Vet,"$570,500",0.06,
Minnesota Twins,Jovani Moran,24,P,Pre-Arb,"$570,500",0.06,Puerto Rico
New York Mets,Francisco Lindor,27,SS,Arb 3,"$22,300,000",11.08,
New York Mets,Marcus Stroman,30,SP,Vet,"$18,900,000",9.39,
New York Mets,Jeurys Familia,31,RP,Vet,"$11,000,000",8.28,Dominican Republic
New York Mets,Michael Conforto,28,RF,Arb 3,"$12,250,000",6.09,
New York Mets,Carlos Carrasco,34,SP,Vet,"$12,000,000",5.96,Venezuela
New York Mets,Taijuan Walker,28,SP,Vet,"$10,000,000",4.97,
New York Mets,Noah Syndergaard,28,SP,Arb 4,"$9,700,000",4.82,
New York Mets,James McCann,31,C,Vet,"$8,000,000",4.05,
New York Mets,Trevor May,31,RP,Vet,"$7,750,000",3.98,
New York Mets,Edwin Diaz,27,RP/CL,Arb 2,"$7,000,000",3.48,
New York Mets,Brandon Nimmo,28,CF,Arb 2,"$4,700,000",2.34,
New York Mets,Kevin Pillar,32,CF,Vet,"$3,600,000",1.79,
New York Mets,Jonathan Villar,30,OF,Vet,"$3,550,000",1.76,Dominican Republic
New York Mets,Aaron Loup,33,RP,Vet,"$3,000,000",1.62,
New York Mets,Seth Lugo,31,RP,Arb 2,"$2,925,000",1.45,
New York Mets,Dominic Smith,26,LF,Arb 1,"$2,550,000",1.27,
New York Mets,Brad Hand,31,RP,Vet,"$10,500,000",0.87,
New York Mets,Miguel Castro,26,RP,Arb 2,"$1,687,500",0.84,Dominican Republic
New York Mets,Robert Gsellman,27,RP,Arb 2,"$1,300,000",0.65,
New York Mets,Rich Hill,41,SP,Vet,"$2,500,000",0.48,
New York Mets,Pete Alonso,26,1B,Pre-Arb,"$676,775",0.34,
New York Mets,Jeff McNeil,29,2B,Pre-Arb,"$642,251",0.32,
New York Mets,Luis Guillorme,26,SS,Pre-Arb,"$580,701",0.29,
New York Mets,Jose Peraza,27,SS,Arb 2,"$575,000",0.25,Venezuela
New York Mets,Heath Hembree,32,RP,Arb 3,"$1,250,000",0.15,
New York Mets,Patrick Mazeika,27,C,Pre-Arb,"$570,500",0.11,
New York Mets,Javier Baez,28,SS,Arb 3,"$11,650,000",0.10,
New York Mets,Trevor Williams,29,SP,Arb 2,"$2,500,000",0.10,
New York Yankees,Gerrit Cole,30,SP,Vet,"$36,000,000",17.50,
New York Yankees,Giancarlo Stanton,31,DH,Vet,"$29,000,000",14.10,
New York Yankees,Aroldis Chapman,33,RP/CL,Vet,"$15,000,000",7.21,Cuba
New York Yankees,Corey Kluber,35,SP,Vet,"$11,000,000",5.35,
New York Yankees,Luis Severino,27,SP,Arb 3,"$10,250,000",5.23,Dominican Republic
New York Yankees,Aaron Judge,29,RF,Arb 2,"$10,175,000",4.95,
New York Yankees,Gary Sanchez,28,C,Arb 2,"$6,350,000",3.09,Dominican Republic
New York Yankees,Giovanny Urshela,29,3B,Arb 1,"$4,650,000",2.26,Colombia
New York Yankees,Gleyber Torres,24,SS,Arb 1,"$4,000,000",1.94,Venezuela
New York Yankees,Brett Gardner,37,LF,Vet,"$1,850,000",1.39,
New York Yankees,Jameson Taillon,29,SP,Arb 2,"$2,250,000",1.09,
New York Yankees,Chad Green,30,RP,Arb 2,"$2,150,000",1.05,
New York Yankees,Jordan Montgomery,28,SP,Arb 2,"$2,130,000",1.04,
New York Yankees,Wandy Peralta,29,RP,Arb 2,"$925,000",0.39,Dominican Republic
New York Yankees,Lucas Luetge,34,RP,Pre-Arb,"$600,000",0.29,
New York Yankees,Jonathan Loaisiga,26,RP,Pre-Arb,"$595,800",0.29,Nicaragua
New York Yankees,Kyle Higashioka,31,C,Pre-Arb,"$594,000",0.29,
New York Yankees,Domingo German,28,SP,Pre-Arb,"$619,675",0.28,Dominican Republic
New York Yankees,Tyler Wade,26,2B,Pre-Arb,"$603,000",0.26,
New York Yankees,Michael King,26,RP,Pre-Arb,"$586,500",0.25,
New York Yankees,Nestor Cortes,26,SP,Pre-Arb,"$570,500",0.19,
New York Yankees,Rob Brantly,31,C,Pre-Arb,"$570,500",0.15,
New York Yankees,Clay Holmes,28,RP,Pre-Arb,"$650,000",0.12,
New York Yankees,Andrew Velazquez,26,3B,Pre-Arb,"$570,500",0.06,
New York Yankees,Greg Allen,28,OF,Pre-Arb,"$570,500",0.03,
New York Yankees,Luis Gil,23,SP,Pre-Arb,"$570,500",0.02,Dominican Republic
New York Yankees,Anthony Rizzo,31,1B,Vet,"$16,500,000",0.00,
New York Yankees,Rougned Odor,27,2B,Vet,"$12,000,000",0.00,Venezuela
New York Yankees,Joey Gallo,27,RF,Arb 2,"$6,200,000",0.00,
New York Yankees,Joely Rodriguez,29,RP,Pre-Arb,"$2,500,000",0.00,Dominican Republic
Oakland Athletics,Mark Canha,32,LF,Arb 3,"$6,925,000",7.66,
Oakland Athletics,Matt Chapman,28,3B,Arb 1,"$6,490,000",7.18,
Oakland Athletics,Sean Manaea,29,SP,Arb 3,"$5,950,000",6.58,
Oakland Athletics,Matt Olson,27,1B,Arb 1,"$5,000,000",5.53,
Oakland Athletics,Chris Bassitt,32,SP,Arb 2,"$4,900,000",5.42,
Oakland Athletics,Jake Diekman,34,RP/CL,Vet,"$4,000,000",4.42,
Oakland Athletics,Yusmeiro Petit,36,RP,Vet,"$2,550,000",3.32,Venezuela
Oakland Athletics,Chad Pinder,29,SS,Arb 2,"$2,275,000",2.52,
Oakland Athletics,Yan Gomes,33,C,Vet,"$6,000,000",2.32,
Oakland Athletics,Sergio Romo,38,RP,Vet,"$2,000,000",2.21,
Oakland Athletics,Frankie Montas,28,SP,Arb 1,"$1,800,000",1.99,Dominican Republic
Oakland Athletics,Tony Kemp,29,2B,Arb 1,"$1,050,000",1.16,
Oakland Athletics,Lou Trivino,29,RP/CL,Arb 1,"$912,500",1.01,
Oakland Athletics,Andrew Chafin,31,RP,Vet,"$2,250,000",0.91,
Oakland Athletics,Sean Murphy,26,C,Pre-Arb,"$575,500",0.64,
Oakland Athletics,Cole Irvin,27,SP,Pre-Arb,"$573,000",0.63,
Oakland Athletics,Deolis Guerra,32,RP,Arb 1,"$570,500",0.60,Venezuela
Oakland Athletics,Seth Brown,28,1B,Pre-Arb,"$570,500",0.60,
Oakland Athletics,James Kaprielian,27,SP,Pre-Arb,"$570,500",0.49,
Oakland Athletics,Josh Harrison,33,2B,Vet,"$1,000,000",0.39,
Oakland Athletics,Skye Bolt,27,CF,Pre-Arb,"$570,500",0.26,
Oakland Athletics,Starling Marte,32,CF,Vet,"$12,500,000",0.23,Dominican Republic
Oakland Athletics,Paul Blackburn,27,RP,Pre-Arb,"$570,500",0.16,
Oakland Athletics,Sam Moll,29,RP,Pre-Arb,"$570,500",0.14,
Oakland Athletics,Khris Davis,33,DH,Vet,"$570,500",0.11,
Oakland Athletics,Domingo Acevedo,27,RP,Pre-Arb,"$570,500",0.11,Dominican Republic
Oakland Athletics,Luis Barrera,25,OF,Pre-Arb,"$570,500",0.05,Dominican Republic
Oakland Athletics,Pete Kozma,33,SS,Arb 1,"$570,500",0.01,United States
Philadelphia Phillies,Bryce Harper,28,RF,Vet,"$26,000,000",14.22,
Philadelphia Phillies,Zack Wheeler,31,SP,Vet,"$22,500,000",11.41,
Philadelphia Phillies,Andrew McCutchen,34,LF,Vet,"$20,000,000",10.14,
Philadelphia Phillies,Jean Segura,31,SS,Vet,"$14,250,000",7.53,Dominican Republic
Philadelphia Phillies,Didi Gregorius,31,SS,Vet,"$12,000,000",6.47,Netherlands
Philadelphia Phillies,Aaron Nola,28,SP,Arb 3,"$11,750,000",6.21,
Philadelphia Phillies,Kyle Gibson,33,SP,Vet,"$10,000,000",5.83,
Philadelphia Phillies,Odubel Herrera,29,CF,Arb 2,"$10,000,000",5.25,Venezuela
Philadelphia Phillies,J.T. Realmuto,30,C,Vet,"$20,000,000",5.07,
Philadelphia Phillies,Hector Neris,32,RP/CL,Arb 3,"$5,000,000",2.55,Dominican Republic
Philadelphia Phillies,Brad Miller,31,2B,Vet,"$3,500,000",1.77,
Philadelphia Phillies,Andrew Knapp,29,C,Arb 2,"$1,100,000",0.56,
Philadelphia Phillies,Jose Alvarado,26,RP,Arb 1,"$1,000,000",0.51,Venezuela
Philadelphia Phillies,Ronald Torreyes,28,2B,Arb 1,"$800,000",0.41,Venezuela
Philadelphia Phillies,Seranthony Dominguez,26,RP,Pre-Arb,"$727,500",0.31,Dominican Republic
Philadelphia Phillies,Sam Coonrod,28,RP,Pre-Arb,"$573,000",0.29,
Philadelphia Phillies,Freddy Galvis,31,SS,Vet,"$1,500,000",0.27,Venezuela
Philadelphia Phillies,Alec Bohm,24,3B,Pre-Arb,"$575,000",0.23,
Philadelphia Phillies,Ranger Suarez,25,SP,Pre-Arb,"$570,500",0.23,Venezuela
Philadelphia Phillies,Travis Jankowski,30,RF,Arb 3,"$570,500",0.20,
Philadelphia Phillies,Bailey Falter,24,RP,Pre-Arb,"$570,500",0.18,
Philadelphia Phillies,Ian Kennedy,36,RP,Vet,"$2,150,000",0.13,
Philadelphia Phillies,Matt Vierling,24,OF,Pre-Arb,"$570,500",0.06,
Philadelphia Phillies,Cam Bedrosian,29,RP,Arb 4,"$570,500",0.05,
Philadelphia Phillies,Cristopher Sanchez,24,P,Pre-Arb,"$570,500",0.05,Dominican Republic
Philadelphia Phillies,Adonis Medina,24,SP,Pre-Arb,"$570,500",0.04,Dominican Republic
Philadelphia Phillies,Hans Crouse,22,P,Pre-Arb,"$570,500",0.01,
Philadelphia Phillies,Kyle Dohy,24,P,Pre-Arb,"$570,500",0.01,
Pittsburgh Pirates,Colin Moran,28,1B,Arb 1,"$2,800,000",5.15,
Pittsburgh Pirates,Chad Kuhl,28,RP,Arb 2,"$2,130,000",3.92,
Pittsburgh Pirates,Jacob Stallings,31,C,Pre-Arb,"$1,300,000",2.39,
Pittsburgh Pirates,Ben Gamel,29,CF,Arb 2,"$1,500,000",2.17,
Pittsburgh Pirates,Chasen Shreve,30,RP,,"$1,500,000",2.15,
Pittsburgh Pirates,Chris Stratton,30,RP,Arb 1,"$1,100,000",2.02,
Pittsburgh Pirates,Wilmer Difo,29,SS,Arb 2,"$1,000,000",1.56,Dominican Republic
Pittsburgh Pirates,Bryan Reynolds,26,LF,Pre-Arb,"$601,000",1.11,
Pittsburgh Pirates,Kevin Newman,27,SS,Pre-Arb,"$598,000",1.10,
Pittsburgh Pirates,Michael Perez,28,C,Pre-Arb,"$591,500",1.09,
Pittsburgh Pirates,David Bednar,26,RP/CL,Pre-Arb,"$579,000",1.07,
Pittsburgh Pirates,Sam Howard,28,RP,Pre-Arb,"$596,000",1.06,
Pittsburgh Pirates,Wil Crowe,26,SP,Pre-Arb,"$574,000",0.89,
Pittsburgh Pirates,Mitch Keller,25,SP,Pre-Arb,"$579,000",0.79,
Pittsburgh Pirates,Kyle Keller,28,RP,Pre-Arb,"$570,500",0.58,
Pittsburgh Pirates,Nick Mears,24,RP,Pre-Arb,"$570,500",0.48,
Pittsburgh Pirates,Anthony Alford,26,CF,Pre-Arb,"$582,000",0.45,
Pittsburgh Pirates,Cody Ponce,27,RP,Pre-Arb,"$580,500",0.44,
Pittsburgh Pirates,Hoy Jun Park,25,2B,Pre-Arb,"$570,500",0.36,"Korea, South"
Pittsburgh Pirates,Cole Tucker,24,SS,Pre-Arb,"$570,500",0.36,
Pittsburgh Pirates,Anthony Banda,27,RP,Pre-Arb,"$570,500",0.34,
Pittsburgh Pirates,Michael Chavis,25,2B,Pre-Arb,"$575,500",0.29,
Pittsburgh Pirates,Yoshitomo Tsutsugo,29,OF,Pre-Arb,"$570,500",0.27,Japan
Pittsburgh Pirates,Shelby Miller,30,RP,Vet,"$570,500",0.18,
Pittsburgh Pirates,Max Kranick,23,SP,Pre-Arb,"$570,500",0.12,
Pittsburgh Pirates,Enyel De Los Santos,25,RP,Pre-Arb,"$570,500",0.11,Dominican Republic
Pittsburgh Pirates,Miguel Yajure,23,SP,Pre-Arb,"$570,500",0.06,Venezuela
Pittsburgh Pirates,Oneil Cruz,22,SS,Pre-Arb,"$570,500",0.01,Dominican Republic
San Diego Padres,Manny Machado,28,3B,Vet,"$30,000,000",17.80,
San Diego Padres,Wil Myers,30,LF,Vet,"$20,000,000",12.52,
San Diego Padres,Eric Hosmer,31,1B,Vet,"$20,000,000",11.68,
San Diego Padres,Tommy Pham,33,LF,Arb 3,"$8,900,000",4.95,
San Diego Padres,Ha-seong Kim,25,SS,Pre-Arb,"$7,000,000",3.89,"Korea, South"
San Diego Padres,Craig Stammen,37,RP,Vet,"$4,000,000",2.50,
San Diego Padres,Joe Musgrove,28,SP,Arb 2,"$4,450,000",2.48,
San Diego Padres,Jurickson Profar,28,LF,Vet,"$3,500,000",2.41,Curacao
San Diego Padres,Dinelson Lamet,28,SP,Arb 1,"$4,200,000",2.34,Dominican Republic
San Diego Padres,Mark Melancon,36,RP/CL,Vet,"$2,000,000",2.23,
San Diego Padres,Daniel Hudson,34,RP,Vet,"$6,000,000",1.17,
San Diego Padres,Pierce Johnson,30,RP,Pre-Arb,"$2,000,000",1.11,
San Diego Padres,Fernando Tatis Jr.,22,SS,Pre-Arb,"$1,000,000",0.95,Dominican Republic
San Diego Padres,Emilio Pagan,30,RP/CL,Arb 1,"$1,570,000",0.87,
San Diego Padres,Victor Caratini,27,C,Arb 1,"$1,300,000",0.72,
San Diego Padres,Tim Hill,31,RP,Pre-Arb,"$596,000",0.33,
San Diego Padres,Trent Grisham,24,CF,Pre-Arb,"$589,200",0.33,
San Diego Padres,Jake Cronenworth,27,2B,Pre-Arb,"$584,900",0.33,
San Diego Padres,Austin Adams,30,RP,Pre-Arb,"$580,200",0.32,
San Diego Padres,Javier Guerra,25,RP,Pre-Arb,"$573,100",0.32,Panama
San Diego Padres,Nabil Crismatt,26,RP,Pre-Arb,"$585,000",0.26,Colombia
San Diego Padres,Jake Marisnick,30,CF,Vet,"$1,000,000",0.19,
San Diego Padres,Adam Frazier,29,2B,Arb 2,"$4,300,000",0.12,
San Diego Padres,Webster Rivas,30,C,Pre-Arb,"$570,500",0.11,Dominican Republic
San Diego Padres,Reiss Knehr,24,P,Pre-Arb,"$570,500",0.05,
San Diego Padres,Ross Detwiler,35,RP,Vet,"$570,500",0.03,
San Diego Padres,James Norwood,27,RP,Pre-Arb,"$570,500",0.03,
